unseen_ds,spc,model,nway,trained_ds,mean_diff,acc,dis_mean,norm_ratio_sum,norm_ratio_limits,domain,acc_std,bt_iter,sum_min_values
b-59-850,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.23963523,0.34195,0.6190672,1.0084399,0.7390030454080917,OOD,0.042641792879755884,2,8841.117958037721
b-59-850,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.09711957,0.37165,0.86308545,1.2952447,0.9040130368879374,OOD,0.05292119140760155,1,14886.681930371327
miniImageNet_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0,0.28895000000000004,0.960205,1.4472959,0.9780449336721336,ID,0.046054560034810885,1,18423.747353345156
TKH,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.17529768,0.4157,0.78490734,1.1933888,0.8456788217488871,OOD,0.04794277839257962,1,12808.552497764525
omniglot_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.86340195,0.38335,0.096803084,0.35388073,0.29744626946704467,OOD,0.04368526639497578,1,540.5379126116064
cifar100_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.002267778,0.24080000000000001,0.9624728,1.4586631,0.9830857735862962,OOD,0.0386213671430725,1,18622.276049114764
Greek,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.6575211,0.3688,0.30268386,0.47430977,0.3857210988287596,OOD,0.04596531300883309,1,2681.3594025780185
Egyptian,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.27939194,0.3565,0.6808131,1.0648155,0.7601885565183268,OOD,0.040345383874738384,1,10532.312841236824
Egyptian,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.15802038,0.40320000000000006,0.7175175,1.0768119,0.7900877876352506,OOD,0.04377225148424513,4,10139.028502355563
miniImageNet_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0,0.322,0.8755379,1.298874,0.9182875858856662,ID,0.042393985422462935,4,14572.561777077382
TKH,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.36086375,0.42385,0.5146741,0.7998752,0.604657403162302,OOD,0.06084243995764798,4,6285.852088665619
cifar100_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.054817736,0.22895000000000001,0.9303556,1.396943,0.9615627059590908,OOD,0.03970229842213169,4,16928.597115228884
omniglot_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.83669835,0.45370000000000005,0.03883953,0.1721097,0.15125745787939215,OOD,0.05167262331254336,4,94.28359035805913
b-59-850,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.23685592,0.39270000000000005,0.63868195,0.93038046,0.6992785881217752,OOD,0.04664182672237441,4,8242.864532448846
Greek,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.673948,0.42064999999999997,0.20158987,0.33171657,0.284161086208602,OOD,0.048968893187410316,4,1137.5939970865734
omniglot_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.70304203,0.4492,0.22446254,0.41853788,0.34396340731860625,OOD,0.053519715993267374,3,1566.542377695646
TKH,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.21636999,0.3957,0.71113455,1.083871,0.7809320648049808,OOD,0.05094369440863118,3,10878.081551674273
miniImageNet_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0,0.29945000000000005,0.92750454,1.4009286,0.9605141505080157,ID,0.03995713328055455,3,17044.294183974387
cifar100_SOTA_testSet,5,RelationNetwork,5,miniImageNet_SOTA_testSet,0.0014711022,0.2625,0.92897564,1.4160522,0.966376882211994,OOD,0.04028026812224566,3,17324.813043043017
Egyptian,5,RelationNetwork,5,miniImageNet_SOTA_testSet,-0.168598,0.3295,0.75890654,1.2007493,0.8497230669165056,OOD,0.03805916446797013,3,12477.616917701322
